,Volume of $SPX,$SPX,Volume of SPY,SPY,Volume of IBM,IBM,Symbol,Order,rolling_mean_20,direction of rolling mean,Market Indicator,rolling_mean_10,rolling_mean_5,rolling_std,upper_band,lower_band,rolling_volume,rolling_std_volume,long execute,long enter price,long exit,short execute,short enter price,short exit,shares,Shares,Cash,Trades,Cummulative_Value
2008-12-09,4649954600.0,888.67,370790000.0,82.9,9356400,77.27,IBM,SELL,74.4735,0,0.0,75.402,75.924,2.98773858329,80.4489771666,68.4980228334,11680030.0,3423473.16011,0,0.0,0,1,0,0,-100,100,19944.0,-7727.0,12217.0
2008-12-10,4120329300.0,899.24,396187400.0,83.46,8187000,77.43,IBM,BUY,74.4795,1,0.2,75.609,76.334,2.99384891332,80.4671978266,68.4918021734,11588700.0,3493909.34221,0,0.0,0,0,0,1,0,100,12201.0,7743.0,12201.0
2008-12-11,4251392100.0,873.59,365061000.0,81.45,10682400,75.3,IBM,None,74.519,1,0.4,75.507,76.922,2.99947872664,80.5179574533,68.5200425467,11554400.0,3499548.58096,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-12,4223810300.0,879.73,415060400.0,82.43,10381700,76.81,IBM,None,74.425,0,0.4,75.563,77.222,2.88932062676,80.2036412535,68.6463587465,11318305.0,3405518.37626,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-15,3475973100.0,868.57,256694200.0,81.28,8848200,77.34,IBM,None,74.539,1,0.6,76.111,76.83,2.95981311643,80.4586262329,68.6193737671,11159530.0,3444699.96709,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-16,4933427100.0,913.18,377699500.0,85.1,11559800,80.73,IBM,None,74.9555,1,0.8,76.723,77.522,3.21782122267,81.3911424453,68.5198575547,11221755.0,3439884.11807,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-17,4123911500.0,904.42,281819800.0,84.28,8592000,80.21,IBM,None,75.2245,1,0.8,77.206,78.078,3.42498478675,82.0744695735,68.3745304265,10998825.0,3459542.36248,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-18,4463433400.0,885.28,374673300.0,82.71,8029500,78.49,IBM,None,75.5995,1,0.8,77.819,78.716,3.34663928048,82.292778561,68.906221439,10769980.0,3498762.38789,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-19,5144280100.0,887.88,301451300.0,82.35,13098600,78.04,IBM,None,76.1495,1,1.0,78.092,78.962,2.7090578572,81.5676157144,70.7313842856,10543175.0,3161068.33171,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-22,3367498000.0,871.63,243759500.0,81.29,7083300,76.61,IBM,None,76.4815,1,1.0,77.823,78.816,2.28567915739,81.0528583148,71.9101416852,9907115.0,2383737.167,0,0.0,0,0,0,0,0,100,12201.0,0.0,12201.0
2008-12-23,2825902600.0,863.16,221625200.0,80.45,6374400,75.32,IBM,BUY,76.515,1,1.0,77.628,77.734,2.26221247083,81.0394249417,71.9905750583,9474675.0,2182797.7848,1,75.32,0,0,0,0,100,100,4669.0,7532.0,12201.0
2008-12-24,1048338100.0,865.46,62061600.0,80.92,2415200,75.24,IBM,None,76.509,0,0.8,77.409,76.74,2.26559368309,81.0401873662,71.9778126338,8969450.0,2575047.07397,0,75.32,0,0,0,0,100,100,4669.0,0.0,12193.0
2008-12-26,1308477100.0,872.8,74767700.0,81.39,3101300,76.0,IBM,None,76.493,0,0.6,77.479,76.242,2.26812721262,81.0292544252,71.9567455748,8712485.0,2888906.39576,0,75.32,0,0,0,0,100,100,4669.0,0.0,12269.0
2008-12-29,2334005300.0,869.42,127795900.0,81.15,6062600,75.92,IBM,None,76.4765,0,0.4,77.39,75.818,2.27118627709,81.0188725542,71.9341274458,8820200.0,2736492.85419,0,75.32,0,0,0,0,100,100,4669.0,0.0,12261.0
2008-12-30,2538918500.0,890.64,168256300.0,83.08,5774400,78.07,IBM,None,76.787,1,0.4,77.463,76.11,2.01711649326,80.8212329865,72.7527670135,8595670.0,2795302.8822,0,75.32,0,0,0,0,100,100,4669.0,0.0,12476.0
2008-12-31,2982225300.0,903.25,193987200.0,84.26,6667700,78.64,IBM,None,76.9885,1,0.4,77.254,76.774,1.98929576272,80.9670915254,73.0099084746,8463795.0,2822153.53614,0,75.32,0,0,0,0,100,100,4669.0,0.0,12533.0
2009-01-02,2868299700.0,931.8,227566300.0,86.8,7558200,81.64,IBM,None,77.3015,1,0.6,77.397,78.054,2.20380597818,81.7091119564,72.8938880436,8353815.0,2811912.65124,0,75.32,0,0,0,0,100,100,4669.0,0.0,12833.0
2009-01-05,3794106400.0,927.45,240349700.0,86.7,8315700,81.13,IBM,None,77.74,1,0.8,77.661,79.08,2.03485160457,81.8097032091,73.6702967909,8223900.0,2746668.31462,0,75.32,0,0,0,0,100,100,4669.0,0.0,12782.0
2009-01-06,4300738800.0,934.7,328260900.0,87.28,9649500,83.38,IBM,SELL,78.1435,1,1.0,78.195,80.572,2.30925204341,82.7620040868,73.5249959132,8145775.0,2678580.46869,0,0.0,1,0,0,0,0,100,13007.0,-8338.0,13007.0
2009-01-07,3905047600.0,906.65,280899200.0,84.67,8455100,82.03,IBM,None,78.28,1,1.0,78.737,81.364,2.45715924981,83.1943184996,73.3656815004,8009650.0,2583899.46063,0,0.0,0,0,0,0,0,100,13007.0,0.0,13007.0
2009-01-08,3705691200.0,909.73,263621000.0,85.01,7231800,81.46,IBM,None,78.4895,1,1.0,79.351,81.928,2.54361424376,83.5767284875,73.4022715125,7903420.0,2569249.43814,0,0.0,0,0,0,0,0,100,13007.0,0.0,13007.0
2009-01-09,3468824200.0,890.35,330953600.0,83.19,7440300,79.15,IBM,None,78.5755,1,1.0,79.742,81.43,2.53496906448,83.645438129,73.505561871,7866085.0,2570336.81292,0,0.0,0,0,0,0,0,100,13007.0,0.0,13007.0
2009-01-12,3730704200.0,870.26,277858500.0,81.19,8072700,80.09,IBM,None,78.815,1,1.0,80.151,81.222,2.43346082338,83.6819216468,73.9480783532,7735600.0,2484653.19173,0,0.0,0,0,0,0,0,100,13007.0,0.0,13007.0
2009-01-13,4251815600.0,871.79,356432300.0,81.34,7657200,79.74,IBM,None,78.9615,1,1.0,80.533,80.494,2.39428326821,83.7500665364,74.1729334636,7599375.0,2405363.35495,0,0.0,0,0,0,0,0,100,13007.0,0.0,13007.0
2009-01-14,4493725700.0,842.62,435491600.0,78.78,9470000,77.74,IBM,BUY,78.9815,1,1.0,80.5,79.636,2.38166300811,83.7448260162,74.2181739838,7630465.0,2426281.82905,1,77.74,0,0,0,0,100,100,5233.0,7774.0,13007.0
2009-01-15,5966334100.0,843.74,532647300.0,78.81,11734800,78.6,IBM,None,78.875,0,0.8,80.496,79.064,2.3467278451,83.5684556902,74.1815443098,7639215.0,2441466.20923,0,77.74,0,0,0,0,100,100,5233.0,0.0,13093.0
2009-01-16,5321484600.0,850.12,399237200.0,79.43,11245300,79.35,IBM,None,78.832,0,0.6,80.267,79.104,2.32878915906,83.4895783181,74.1744216819,7771880.0,2564929.84917,0,77.74,0,0,0,0,100,100,5233.0,0.0,13168.0
2009-01-20,5354586100.0,805.22,419855200.0,75.23,13800100,76.6,IBM,None,78.7375,0,0.4,79.814,78.406,2.38115601072,83.4998120214,73.9751879786,8060410.0,2898334.49976,0,77.74,0,0,0,0,100,100,5233.0,0.0,12893.0
2009-01-21,5440080900.0,840.24,364360700.0,78.48,24905000,85.43,IBM,SELL,79.107,1,0.4,80.019,79.544,2.8031994878,84.7133989756,73.5006010244,8650730.0,4650941.12899,0,0.0,1,0,0,0,0,100,13776.0,-8543.0,13776.0
2009-01-22,5101104300.0,827.5,427940300.0,77.27,12350700,84.16,IBM,None,79.4845,1,0.4,80.232,80.828,2.95357317053,85.3916463411,73.5773536589,8914100.0,4706319.82931,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-23,5039808500.0,831.95,386800600.0,77.61,10253700,83.62,IBM,None,79.8995,1,0.6,80.448,81.832,2.92055415614,85.7406083123,74.0583916877,9108065.0,4675982.77892,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-26,4535232900.0,836.57,317978800.0,78.14,9840800,85.59,IBM,None,80.417,1,0.8,81.092,83.08,2.96805642591,86.3531128518,74.4808871482,9479345.0,4403449.40108,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-27,4032529100.0,845.71,273789700.0,78.93,8720800,85.65,IBM,None,80.8995,1,1.0,81.648,84.89,2.99645487904,86.8924097581,74.9065902419,9760320.0,4146869.20213,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-28,5248698300.0,874.09,330007000.0,81.6,13407200,88.6,IBM,None,81.5335,1,1.0,82.534,85.524,3.22048749987,87.9744749997,75.0925250003,10127550.0,4127337.63103,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-29,4295391100.0,845.14,294392500.0,78.95,9233500,86.44,IBM,None,81.952,1,1.0,83.404,85.98,3.28981138477,88.5316227695,75.3723772305,10300505.0,4006012.22066,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-01-30,4583581400.0,825.88,383383600.0,77.34,9617000,85.64,IBM,None,82.302,1,1.0,84.108,86.384,3.29126691332,88.8845338266,75.7194661734,10447970.0,3918576.08888,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-02,4369788700.0,825.44,288233300.0,77.11,9926400,84.97,IBM,None,82.4685,1,1.0,84.67,86.26,3.33988539829,89.1482707966,75.7887292034,10566380.0,3862030.95447,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-03,4602204800.0,838.51,278385800.0,78.19,8864500,87.35,IBM,None,82.7795,1,1.0,85.745,86.6,3.49469443736,89.7688888747,75.7901111253,10593820.0,3847118.9136,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-04,4948396700.0,832.23,322989300.0,77.81,10189800,86.74,IBM,None,82.9475,1,1.0,85.876,86.228,3.60413048861,90.1557609772,75.7392390228,10620835.0,3842032.4286,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-05,5814339600.0,845.85,417679400.0,78.97,11622900,86.35,IBM,None,83.1635,1,1.0,86.095,86.21,3.67500415324,90.5135083065,75.8134916935,10779225.0,3813238.9106,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-06,5494630600.0,868.6,366101700.0,81.22,13055900,90.33,IBM,None,83.607,1,1.0,86.766,87.148,3.98107642148,91.569152843,75.644847157,11070430.0,3749933.66034,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-09,4283207800.0,869.89,240075200.0,81.33,8165800,90.96,IBM,None,84.1975,1,1.0,87.303,88.346,4.15716486765,92.5118297353,75.8831702647,11106705.0,3716327.84791,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-10,5910107800.0,827.16,536212800.0,77.61,13541300,87.63,IBM,None,84.5745,1,1.0,87.501,88.402,4.10664605756,92.7877921151,76.3612078849,11380135.0,3682373.00467,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-11,4236786700.0,833.74,324442500.0,78.06,10765700,89.4,IBM,None,85.0575,1,1.0,87.581,88.934,4.07607638351,93.209652767,76.905347233,11535560.0,3581176.62749,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-12,4907926000.0,835.19,469302200.0,78.12,9917700,89.32,IBM,None,85.6365,1,1.0,87.869,89.528,3.79467670768,93.2258534154,78.0471465846,11557945.0,3568964.21514,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-13,3800031600.0,826.84,293998400.0,77.28,6742400,88.16,IBM,None,86.1145,1,1.0,88.121,89.094,3.44794290312,93.0103858062,79.2186141938,11308325.0,3727032.11174,0,0.0,0,0,0,0,0,100,13776.0,0.0,13776.0
2009-02-17,4904647000.0,789.17,478910100.0,73.97,8903500,85.19,IBM,BUY,86.4065,1,1.0,88.143,87.94,3.07167753756,92.5498550751,80.2631449249,11191235.0,3765701.22529,1,85.19,0,0,0,0,100,100,5257.0,8519.0,13776.0
2009-02-18,4741098400.0,788.42,362964800.0,73.8,8492600,85.98,IBM,None,86.8755,1,1.0,88.006,87.61,2.03759526739,90.9506905348,82.8003094652,10925860.0,3759182.33766,0,85.19,0,0,0,0,100,100,5257.0,0.0,13855.0
2009-02-19,4947992900.0,778.94,316867500.0,73.0,12622700,83.55,IBM,None,86.7815,0,0.8,87.687,86.44,2.1481553286,91.0778106572,82.4851893428,10311745.0,1897612.7841,0,85.19,0,0,0,0,100,100,5257.0,0.0,13612.0
2009-02-20,7086052900.0,770.05,477176600.0,72.29,12400700,83.42,IBM,None,86.7445,0,0.6,87.394,85.26,2.20139782148,91.147295643,82.341704357,10314245.0,1900471.1575,0,85.19,0,0,0,0,100,100,5257.0,0.0,13599.0
2009-02-23,5518963800.0,743.33,379641400.0,69.71,13509600,79.27,IBM,SELL,86.527,0,0.4,86.288,83.482,2.68755827354,91.9021165471,81.1518834529,10477040.0,2030045.44191,0,0.0,1,0,0,0,0,100,13184.0,-7927.0,13184.0
2009-02-24,6187387500.0,773.14,426260900.0,72.35,12915300,81.17,IBM,None,86.306,0,0.2,85.309,82.678,2.93866314038,92.1833262808,80.4286737192,10630765.0,2094708.72747,0,0.0,0,0,0,0,0,100,13184.0,0.0,13184.0
2009-02-25,6609165200.0,764.9,461985800.0,71.78,12646400,80.7,IBM,None,86.0585,0,0.0,84.616,81.622,3.19416289174,92.4468257835,79.6701742165,10827045.0,2090235.31525,0,0.0,0,0,0,0,0,100,13184.0,0.0,13184.0
2009-02-26,5736166000.0,752.83,363353900.0,70.61,17423200,83.59,IBM,None,85.808,0,0.0,84.035,81.63,3.18078209515,92.1695641903,79.4464358097,11027845.0,2503242.50722,0,0.0,0,0,0,0,0,100,13184.0,0.0,13184.0
2009-02-27,7859155400.0,735.09,470510900.0,69.03,21311200,86.46,IBM,SELL,85.809,1,0.2,83.749,82.238,3.18099438276,92.1709887655,79.4470112345,11631730.0,3358354.95571,0,0.0,0,1,0,0,-100,100,21830.0,-8646.0,13184.0
2009-03-02,6619394200.0,700.82,426452600.0,65.92,15231700,83.66,IBM,BUY,85.71,0,0.2,83.299,83.116,3.21713668051,92.144273361,79.275726639,11912465.0,3415266.16352,0,0.0,0,0,0,1,0,100,13464.0,8366.0,13464.0
2009-03-03,6309254500.0,696.33,443761000.0,65.43,13744100,82.46,IBM,None,85.5845,0,0.2,83.026,83.374,3.29552563494,92.1755512699,78.9934487301,12103350.0,3405092.99131,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-04,6550207400.0,712.87,462753100.0,66.98,15391700,84.08,IBM,None,85.421,0,0.2,82.836,84.05,3.28442240376,91.9898448075,78.8521551925,12429710.0,3391098.15095,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-05,6492685100.0,682.55,485549400.0,64.24,14930100,82.19,IBM,None,85.1935,0,0.2,82.7,83.77,3.34526889014,91.8840377803,78.5029622197,12666725.0,3391961.22323,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-06,6317691000.0,683.38,490470000.0,64.36,15186000,80.62,IBM,None,84.907,0,0.0,82.42,82.602,3.48352075379,91.8740415076,77.9399584924,12844880.0,3427635.44146,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-09,5371986700.0,676.53,379905300.0,63.6,13151800,78.43,IBM,None,84.312,0,0.0,82.336,81.556,3.52454192619,91.3610838524,77.2629161476,12849675.0,3428013.23677,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-10,7416770900.0,719.6,406227900.0,67.39,15914800,81.97,IBM,None,83.8625,0,0.0,82.416,81.458,3.18940330172,90.2413066034,77.4836933966,13237125.0,3306518.0961,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-11,6276182600.0,721.36,356648300.0,67.83,11823900,83.26,IBM,None,83.644,0,0.0,82.672,81.294,3.0649777195,89.773955439,77.514044561,13151255.0,3320473.85497,0,0.0,0,0,0,0,0,100,13464.0,0.0,13464.0
2009-03-12,6190014200.0,750.74,409702700.0,70.5,11829200,84.93,IBM,SELL,83.4205,0,0.0,82.806,81.842,2.7721442869,88.9647885738,77.8762114262,13204430.0,3288623.05982,0,0.0,0,1,0,0,-100,100,21957.0,-8493.0,13464.0
2009-03-13,5900677100.0,756.55,337474700.0,71.05,9111900,84.89,IBM,BUY,83.199,0,0.0,82.649,82.696,2.432077085,88.06315417,78.33484583,13164140.0,3335609.57096,0,0.0,0,0,0,1,0,100,13468.0,8489.0,13468.0
2009-03-16,6980532300.0,753.89,360644900.0,70.84,11793700,85.7,IBM,SELL,83.076,0,0.0,82.853,84.15,2.22102252412,87.5180450482,78.6339549518,13416705.0,2997921.31993,0,0.0,0,1,0,0,-100,100,22038.0,-8570.0,13468.0
2009-03-17,5426702000.0,778.12,356814300.0,73.0,11489700,87.29,IBM,BUY,83.181,1,0.2,83.336,85.214,2.37081132016,87.9226226403,78.4393773597,13546015.0,2844875.5402,0,0.0,0,0,0,1,0,100,13309.0,8729.0,13309.0
2009-03-18,8281779400.0,794.35,473273200.0,74.64,17954300,86.39,IBM,None,83.2015,1,0.4,83.567,85.84,2.39790539079,87.9973107816,78.4056892184,14019100.0,2745261.99574,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-19,8011051800.0,784.04,428520400.0,73.71,9899300,87.06,IBM,None,83.377,1,0.6,84.054,86.266,2.54847343367,88.4739468673,78.2800531327,13882930.0,2882294.21397,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-20,6890077700.0,768.54,371078200.0,72.14,12193900,86.91,IBM,None,83.5515,1,0.8,84.683,86.67,2.66824262094,88.8879852419,78.2150147581,13872590.0,2888256.23078,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-23,6700941800.0,822.92,419933300.0,77.32,12407200,92.74,IBM,None,84.225,1,1.0,86.114,88.078,3.18132792532,90.5876558506,77.8623441494,13817470.0,2906012.8125,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-24,5658405700.0,806.12,330271000.0,75.8,9346700,92.35,IBM,None,84.784,1,1.0,87.152,89.09,3.57424323974,91.9324864795,77.6355135205,13639040.0,3069291.25411,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-25,6661540800.0,813.88,441775100.0,76.6,12017000,92.03,IBM,None,85.3505,1,1.0,88.029,90.218,3.78456765938,92.9196353188,77.7813646812,13607570.0,3083199.80422,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-26,5954211300.0,832.86,422025200.0,78.16,11434600,92.81,IBM,None,85.8115,1,1.0,88.817,91.368,4.10667271516,94.0248454303,77.5981545697,13308140.0,2982280.11893,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-27,4690541200.0,815.94,322332300.0,76.75,15745200,88.46,IBM,None,85.9115,1,1.0,89.174,91.678,4.14744344208,94.2063868842,77.6166131158,13029840.0,2398762.55081,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-30,5090010000.0,787.53,324108500.0,74.1,10964000,88.8,IBM,None,86.1685,1,1.0,89.484,90.89,4.15981815772,94.4881363154,77.8488636846,12816455.0,2382347.55971,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-03-31,5283459800.0,797.87,363873800.0,74.79,14553700,91.03,IBM,None,86.597,1,1.0,89.858,90.626,4.19891351862,94.9948270372,78.1991729628,12856935.0,2405703.0961,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-01,5257960200.0,811.08,377018300.0,76.23,12212900,91.71,IBM,None,86.9785,1,1.0,90.39,90.562,4.30350686252,95.585513725,78.371486275,12697995.0,2333342.41119,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-02,6510665800.0,834.38,476230700.0,78.46,16219000,94.72,IBM,None,87.605,1,1.0,91.156,90.944,4.47821804316,96.5614360863,78.6485639137,12762440.0,2414619.61337,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-03,4949677500.0,842.5,284646300.0,79.24,10962900,96.04,IBM,None,88.376,1,1.0,92.069,92.46,4.53932802817,97.4546560563,79.2973439437,12551285.0,2375869.28275,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-06,4482535600.0,835.48,264866600.0,78.62,8819800,95.42,IBM,None,89.2255,1,1.0,92.337,93.784,4.15341644407,97.5323328881,80.9186671119,12334685.0,2511818.30726,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-07,4366715200.0,815.55,258947800.0,76.79,8768400,92.78,IBM,None,89.766,1,1.0,92.38,94.134,3.85197065081,97.4699413016,82.0620586984,11977365.0,2483874.37819,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-08,4635451000.0,825.16,230402800.0,77.62,7285200,95.07,IBM,None,90.3565,1,1.0,92.684,94.806,3.70452394129,97.7655478826,82.9474521174,11750430.0,2696839.06202,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-09,6609740500.0,856.56,269653500.0,80.7,8013700,95.55,IBM,None,90.8875,1,1.0,92.958,94.972,3.64643138453,98.1803627691,83.5946372309,11559655.0,2822978.28887,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-13,5664789800.0,858.73,224847500.0,80.72,7797200,93.9,IBM,None,91.338,1,1.0,93.502,94.544,3.41574465951,98.169489319,84.506510681,11493920.0,2897304.22119,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-14,6725942000.0,841.5,276598800.0,79.33,6276700,93.27,IBM,None,91.7165,1,1.0,93.949,94.114,3.16858971618,98.0536794324,85.3793205676,11218070.0,3121240.60424,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-15,5512594600.0,852.06,250726100.0,80.17,8164200,92.87,IBM,None,91.9955,1,1.0,94.133,94.132,2.99946569803,97.9944313961,85.9965686039,11051795.0,3193744.76528,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-16,5603078200.0,865.3,335202900.0,81.35,9259500,95.3,IBM,None,92.441,1,1.0,94.492,94.178,2.77647807957,97.9939561591,86.8880438409,10617055.0,2768125.67814,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-17,6531459700.0,869.6,262649000.0,81.9,10214200,95.14,IBM,None,92.845,1,1.0,94.534,94.096,2.52912404224,97.9032480845,87.7867519155,10632800.0,2764721.71856,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-20,6853384600.0,832.39,293690100.0,78.46,12524700,94.36,IBM,None,93.2175,1,1.0,94.366,94.188,2.12539500973,97.4682900195,88.9667099805,10649340.0,2775520.98863,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-21,6648246800.0,850.08,114090900.0,80.0,15226700,96.12,IBM,None,93.3865,1,1.0,94.436,94.758,2.21779946652,97.822098933,88.950901067,10790315.0,2936445.14933,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-22,6549264600.0,843.55,340395200.0,79.51,12120000,96.35,IBM,None,93.5865,1,1.0,94.793,95.454,2.29830664209,98.1831132842,88.9898867158,10928980.0,2930160.49921,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-23,5749916700.0,851.92,324903700.0,80.29,9440400,95.29,IBM,None,93.7495,1,1.0,94.815,95.452,2.29770932842,98.3449186568,89.1540813432,10800150.0,2936441.72417,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-24,6127885700.0,866.23,287703000.0,81.5,10157500,94.03,IBM,None,93.8105,1,1.0,94.663,95.23,2.28762684434,98.3857536887,89.2352463113,10736295.0,2935804.67755,0,0.0,0,0,0,0,0,100,13309.0,0.0,13309.0
2009-04-27,4617487400.0,857.51,289581600.0,80.73,8611400,93.9,IBM,BUY,94.0825,1,1.0,94.663,95.138,1.91024901931,97.9029980386,90.2620019614,10379605.0,2720695.80235,1,93.9,0,0,0,0,100,100,3919.0,9390.0,13309.0
2009-04-28,4564752000.0,855.16,247926300.0,80.47,11110500,95.77,IBM,None,94.431,1,1.0,94.913,95.068,1.48405170856,97.3991034171,91.4628965829,10386930.0,2722548.57578,0,93.9,0,0,0,0,100,100,3919.0,0.0,13496.0
2009-04-29,5130360200.0,873.64,311505700.0,82.19,9783700,97.75,IBM,SELL,94.767,1,1.0,95.401,95.348,1.43337694752,97.633753895,91.900246105,10148430.0,2541212.03368,0,0.0,1,0,0,0,0,100,13694.0,-9775.0,13694.0
2009-04-30,5734206800.0,872.81,301419800.0,82.21,10654500,96.97,IBM,None,95.03,1,1.0,95.568,95.684,1.32111197183,97.6722239437,92.3877760563,10070510.0,2498105.10649,0,0.0,0,0,0,0,0,100,13694.0,0.0,13694.0
2009-05-01,4339919200.0,877.52,236110300.0,82.66,6234200,98.28,IBM,None,95.208,1,1.0,95.882,96.534,1.50427671027,98.2165534205,92.1994465795,9571270.0,2182448.97356,0,0.0,0,0,0,0,0,100,13694.0,0.0,13694.0
2009-05-04,5802763000.0,907.24,287120000.0,85.47,8313900,99.77,IBM,None,95.3945,1,1.0,96.423,97.708,1.81250183303,99.0195036661,91.7694963339,9438820.0,2173913.18439,0,0.0,0,0,0,0,0,100,13694.0,0.0,13694.0
2009-05-05,5510325400.0,903.8,243036300.0,85.18,6750000,99.45,IBM,None,95.596,1,1.0,96.756,98.444,2.02682640183,99.6496528037,91.5423471963,9335330.0,2252769.47406,0,0.0,0,0,0,0,0,100,13694.0,0.0,13694.0
2009-05-06,7214038300.0,919.53,291941000.0,86.65,7530900,98.81,IBM,None,95.8975,1,1.0,97.002,98.656,2.03436754688,99.9662350938,91.8287649062,9273455.0,2285911.35171,0,0.0,0,0,0,0,0,100,13694.0,0.0,13694.0
